X,CH1,CH2,
Second,Volt,Volt,
-1.1871780e-01,1.48000e+02,-8.80000e-02,
-1.1867779e-01,1.48000e+02,-7.20000e-02,
-1.1863780e-01,1.52000e+02,-8.80000e-02,
-1.1859780e-01,1.56000e+02,-8.00000e-02,
-1.1855780e-01,1.60000e+02,-5.60000e-02,
-1.1851780e-01,1.68000e+02,-8.00000e-02,
-1.1847780e-01,1.68000e+02,-6.40000e-02,
-1.1843780e-01,1.72000e+02,-5.60000e-02,
-1.1839780e-01,1.72000e+02,-5.60000e-02,
-1.1835780e-01,1.76000e+02,-4.80000e-02,
-1.1831780e-01,1.80000e+02,-8.00000e-02,
-1.1827780e-01,1.84000e+02,-2.40000e-02,
-1.1823780e-01,1.92000e+02,-8.00000e-03,
-1.1819780e-01,1.92000e+02,-4.80000e-02,
-1.1815780e-01,1.96000e+02,-4.00000e-02,
-1.1811780e-01,2.00000e+02,-7.20000e-02,
-1.1807780e-01,2.00000e+02,-8.00000e-03,
-1.1803780e-01,2.00000e+02,-1.60000e-02,
-1.1799780e-01,2.04000e+02,-8.00000e-03,
-1.1795780e-01,2.12000e+02,-2.40000e-02,
-1.1791780e-01,2.12000e+02,-8.00000e-03,
-1.1787780e-01,2.12000e+02,-8.00000e-03,
-1.1783780e-01,2.20000e+02,-4.00000e-02,
-1.1779780e-01,2.20000e+02,-2.40000e-02,
-1.1775780e-01,2.28000e+02,2.40000e-02,
-1.1771780e-01,2.28000e+02,0.00000e+00,
-1.1767780e-01,2.32000e+02,0.00000e+00,
-1.1763780e-01,2.32000e+02,1.60000e-02,
-1.1759780e-01,2.36000e+02,4.00000e-02,
-1.1755780e-01,2.40000e+02,8.00000e-03,
-1.1751780e-01,2.44000e+02,8.00000e-03,
-1.1747780e-01,2.48000e+02,0.00000e+00,
-1.1743780e-01,2.48000e+02,8.00000e-03,
-1.1739780e-01,2.52000e+02,8.00000e-03,
-1.1735780e-01,2.52000e+02,1.60000e-02,
-1.1731780e-01,2.60000e+02,1.60000e-02,
-1.1727780e-01,2.56000e+02,4.00000e-02,
-1.1723780e-01,2.60000e+02,2.40000e-02,
-1.1719780e-01,2.60000e+02,8.00000e-03,
-1.1715780e-01,2.64000e+02,1.60000e-02,
-1.1711780e-01,2.64000e+02,1.60000e-02,
-1.1707780e-01,2.68000e+02,0.00000e+00,
-1.1703780e-01,2.72000e+02,3.20000e-02,
-1.1699780e-01,2.72000e+02,3.20000e-02,
-1.1695780e-01,2.72000e+02,-8.00000e-03,
-1.1691780e-01,2.76000e+02,3.20000e-02,
-1.1687780e-01,2.76000e+02,2.40000e-02,
-1.1683780e-01,2.76000e+02,4.00000e-02,
-1.1679780e-01,2.80000e+02,4.00000e-02,
-1.1675780e-01,2.80000e+02,3.20000e-02,
-1.1671780e-01,2.84000e+02,3.20000e-02,
-1.1667780e-01,2.88000e+02,6.40000e-02,
-1.1663780e-01,2.88000e+02,4.00000e-02,
-1.1659780e-01,2.88000e+02,4.00000e-02,
-1.1655780e-01,2.88000e+02,3.20000e-02,
-1.1651780e-01,2.88000e+02,3.20000e-02,
-1.1647779e-01,2.88000e+02,1.60000e-02,
-1.1643780e-01,2.92000e+02,6.40000e-02,
-1.1639780e-01,2.92000e+02,4.00000e-02,
-1.1635780e-01,2.92000e+02,4.00000e-02,
-1.1631780e-01,2.96000e+02,6.40000e-02,
-1.1627780e-01,2.96000e+02,3.20000e-02,
-1.1623780e-01,2.96000e+02,3.20000e-02,
-1.1619780e-01,2.96000e+02,3.20000e-02,
-1.1615780e-01,2.96000e+02,1.60000e-02,
-1.1611780e-01,2.96000e+02,8.00000e-03,
-1.1607780e-01,3.04000e+02,2.40000e-02,
-1.1603780e-01,3.04000e+02,6.40000e-02,
-1.1599780e-01,3.00000e+02,5.60000e-02,
-1.1595780e-01,3.00000e+02,5.60000e-02,
-1.1591780e-01,3.00000e+02,4.00000e-02,
-1.1587780e-01,3.00000e+02,4.00000e-02,
-1.1583780e-01,3.04000e+02,4.80000e-02,
-1.1579780e-01,3.04000e+02,4.80000e-02,
-1.1575780e-01,3.04000e+02,4.80000e-02,
-1.1571780e-01,3.04000e+02,6.40000e-02,
-1.1567780e-01,3.04000e+02,8.00000e-03,
-1.1563780e-01,3.04000e+02,4.80000e-02,
-1.1559780e-01,3.04000e+02,3.20000e-02,
-1.1555780e-01,3.04000e+02,2.40000e-02,
-1.1551780e-01,3.04000e+02,4.00000e-02,
-1.1547780e-01,3.04000e+02,6.40000e-02,
-1.1543780e-01,3.04000e+02,3.20000e-02,
-1.1539780e-01,3.04000e+02,7.20000e-02,
-1.1535780e-01,3.08000e+02,5.60000e-02,
-1.1531780e-01,3.04000e+02,4.00000e-02,
-1.1527780e-01,3.04000e+02,4.80000e-02,
-1.1523780e-01,3.04000e+02,2.40000e-02,
-1.1519780e-01,3.04000e+02,4.80000e-02,
-1.1515780e-01,3.04000e+02,3.20000e-02,
-1.1511780e-01,3.04000e+02,1.60000e-02,
-1.1507780e-01,3.08000e+02,4.80000e-02,
-1.1503780e-01,3.08000e+02,3.20000e-02,
-1.1499780e-01,3.08000e+02,6.40000e-02,
-1.1495780e-01,3.08000e+02,7.20000e-02,
-1.1491780e-01,3.04000e+02,4.80000e-02,
-1.1487780e-01,3.08000e+02,4.00000e-02,
-1.1483780e-01,3.08000e+02,9.60000e-02,
-1.1479780e-01,3.08000e+02,4.80000e-02,
-1.1475780e-01,3.08000e+02,4.80000e-02,
-1.1471780e-01,3.08000e+02,8.00000e-02,
-1.1467780e-01,3.12000e+02,4.80000e-02,
-1.1463780e-01,3.08000e+02,5.60000e-02,
-1.1459780e-01,3.08000e+02,8.00000e-02,
-1.1455780e-01,3.08000e+02,7.20000e-02,
-1.1451780e-01,3.12000e+02,2.40000e-02,
-1.1447780e-01,3.08000e+02,3.20000e-02,
-1.1443780e-01,3.08000e+02,5.60000e-02,
-1.1439780e-01,3.08000e+02,4.00000e-02,
-1.1435780e-01,3.08000e+02,8.00000e-02,
-1.1431780e-01,3.12000e+02,4.00000e-02,
-1.1427780e-01,3.12000e+02,7.20000e-02,
-1.1423780e-01,3.12000e+02,4.80000e-02,
-1.1419780e-01,3.08000e+02,8.80000e-02,
-1.1415780e-01,3.08000e+02,4.80000e-02,
-1.1411780e-01,3.08000e+02,9.60000e-02,
-1.1407780e-01,3.08000e+02,6.40000e-02,
-1.1403780e-01,3.08000e+02,9.60000e-02,
-1.1399780e-01,3.08000e+02,4.00000e-02,
-1.1395780e-01,3.08000e+02,7.20000e-02,
-1.1391780e-01,3.08000e+02,4.80000e-02,
-1.1387780e-01,3.08000e+02,5.60000e-02,
-1.1383780e-01,3.04000e+02,6.40000e-02,
-1.1379780e-01,3.04000e+02,8.80000e-02,
-1.1375780e-01,3.04000e+02,4.80000e-02,
-1.1371780e-01,2.96000e+02,8.00000e-02,
-1.1367780e-01,2.92000e+02,8.00000e-02,
-1.1363780e-01,2.88000e+02,7.20000e-02,
-1.1359780e-01,2.88000e+02,8.80000e-02,
-1.1355780e-01,2.80000e+02,1.04000e-01,
-1.1351780e-01,2.76000e+02,8.80000e-02,
-1.1347780e-01,2.72000e+02,1.36000e-01,
-1.1343780e-01,2.68000e+02,8.00000e-02,
-1.1339780e-01,2.68000e+02,8.00000e-02,
-1.1335780e-01,2.68000e+02,1.04000e-01,
-1.1331780e-01,2.64000e+02,1.12000e-01,
-1.1327780e-01,2.64000e+02,9.60000e-02,
-1.1323780e-01,2.60000e+02,1.04000e-01,
-1.1319780e-01,2.60000e+02,9.60000e-02,
-1.1315780e-01,2.56000e+02,1.28000e-01,
-1.1311780e-01,2.56000e+02,1.28000e-01,
-1.1307780e-01,2.52000e+02,1.20000e-01,
-1.1303780e-01,2.48000e+02,9.60000e-02,
-1.1299780e-01,2.48000e+02,9.60000e-02,
-1.1295780e-01,2.48000e+02,1.36000e-01,
-1.1291780e-01,2.44000e+02,1.52000e-01,
-1.1287780e-01,2.44000e+02,1.12000e-01,
-1.1283780e-01,2.40000e+02,1.28000e-01,
-1.1279780e-01,2.36000e+02,1.28000e-01,
-1.1275780e-01,2.36000e+02,1.20000e-01,
-1.1271780e-01,2.28000e+02,1.52000e-01,
-1.1267780e-01,2.28000e+02,1.44000e-01,
-1.1263780e-01,2.24000e+02,1.92000e-01,
-1.1259780e-01,2.20000e+02,1.60000e-01,
-1.1255780e-01,2.12000e+02,1.68000e-01,
-1.1251780e-01,2.12000e+02,1.52000e-01,
-1.1247780e-01,2.04000e+02,1.52000e-01,
-1.1243780e-01,2.04000e+02,1.44000e-01,
-1.1239780e-01,2.00000e+02,1.68000e-01,
-1.1235780e-01,2.00000e+02,2.00000e-01,
-1.1231780e-01,1.92000e+02,1.76000e-01,
-1.1227780e-01,1.88000e+02,1.76000e-01,
-1.1223780e-01,1.88000e+02,2.32000e-01,
-1.1219780e-01,1.84000e+02,1.76000e-01,
-1.1215780e-01,1.76000e+02,1.76000e-01,
-1.1211780e-01,1.76000e+02,2.00000e-01,
-1.1207780e-01,1.72000e+02,2.16000e-01,
-1.1203780e-01,1.68000e+02,2.08000e-01,
-1.1199780e-01,1.68000e+02,2.32000e-01,
-1.1195780e-01,1.64000e+02,2.56000e-01,
-1.1191780e-01,1.60000e+02,2.32000e-01,
-1.1187780e-01,1.52000e+02,2.08000e-01,
-1.1183780e-01,1.52000e+02,2.80000e-01,
-1.1179780e-01,1.52000e+02,2.32000e-01,
-1.1175780e-01,1.44000e+02,2.64000e-01,
-1.1171780e-01,1.36000e+02,2.56000e-01,
-1.1167780e-01,1.36000e+02,2.64000e-01,
-1.1163780e-01,1.32000e+02,2.64000e-01,
-1.1159780e-01,1.28000e+02,2.40000e-01,
-1.1155780e-01,1.28000e+02,2.88000e-01,
-1.1151780e-01,1.24000e+02,2.72000e-01,
-1.1147780e-01,1.20000e+02,2.88000e-01,
-1.1143780e-01,1.16000e+02,3.20000e-01,
-1.1139780e-01,1.12000e+02,3.20000e-01,
-1.1135780e-01,1.08000e+02,2.72000e-01,
-1.1131780e-01,1.04000e+02,2.96000e-01,
-1.1127780e-01,1.00000e+02,3.28000e-01,
-1.1123780e-01,9.60000e+01,3.28000e-01,
-1.1119780e-01,9.20000e+01,3.20000e-01,
-1.1115780e-01,8.40000e+01,3.28000e-01,
-1.1111780e-01,8.00000e+01,3.28000e-01,
-1.1107780e-01,8.00000e+01,3.36000e-01,
-1.1103780e-01,7.20000e+01,3.04000e-01,
-1.1099780e-01,7.20000e+01,3.28000e-01,
-1.1095780e-01,6.40000e+01,3.04000e-01,
-1.1091780e-01,6.40000e+01,3.28000e-01,
-1.1087780e-01,6.00000e+01,3.52000e-01,
-1.1083780e-01,5.60000e+01,3.36000e-01,
-1.1079780e-01,5.60000e+01,3.52000e-01,
-1.1075780e-01,4.80000e+01,3.36000e-01,
-1.1071780e-01,4.80000e+01,3.20000e-01,
-1.1067780e-01,4.40000e+01,3.28000e-01,
-1.1063780e-01,4.00000e+01,3.52000e-01,
-1.1059780e-01,3.60000e+01,3.36000e-01,
-1.1055780e-01,3.20000e+01,3.60000e-01,
-1.1051780e-01,2.80000e+01,3.44000e-01,
-1.1047780e-01,2.40000e+01,3.36000e-01,
-1.1043780e-01,2.00000e+01,3.20000e-01,
-1.1039780e-01,2.00000e+01,3.28000e-01,
-1.1035780e-01,1.60000e+01,3.28000e-01,
-1.1031780e-01,1.20000e+01,3.12000e-01,
-1.1027780e-01,8.00000e+00,2.96000e-01,
-1.1023780e-01,4.00000e+00,3.28000e-01,
-1.1019780e-01,0.00000e+00,3.28000e-01,
-1.1015780e-01,-4.00000e+00,3.28000e-01,
-1.1011780e-01,-8.00000e+00,3.20000e-01,
-1.1007780e-01,-8.00000e+00,2.88000e-01,
-1.1003780e-01,-1.20000e+01,3.36000e-01,
-1.0999780e-01,-1.60000e+01,3.04000e-01,
-1.0995780e-01,-2.40000e+01,3.20000e-01,
-1.0991780e-01,-2.40000e+01,2.88000e-01,
-1.0987780e-01,-2.80000e+01,2.64000e-01,
-1.0983780e-01,-3.20000e+01,2.32000e-01,
-1.0979780e-01,-4.00000e+01,2.48000e-01,
-1.0975780e-01,-4.00000e+01,2.72000e-01,
-1.0971780e-01,-4.40000e+01,2.32000e-01,
-1.0967780e-01,-5.20000e+01,2.48000e-01,
-1.0963780e-01,-5.60000e+01,2.32000e-01,
-1.0959780e-01,-6.00000e+01,2.32000e-01,
-1.0955780e-01,-6.40000e+01,2.32000e-01,
-1.0951780e-01,-6.80000e+01,2.40000e-01,
-1.0947780e-01,-7.20000e+01,1.84000e-01,
-1.0943780e-01,-7.60000e+01,2.00000e-01,
-1.0939780e-01,-7.60000e+01,1.60000e-01,
-1.0935780e-01,-8.00000e+01,1.68000e-01,
-1.0931780e-01,-8.00000e+01,1.92000e-01,
-1.0927780e-01,-8.80000e+01,1.84000e-01,
-1.0923780e-01,-8.80000e+01,1.92000e-01,
-1.0919780e-01,-9.60000e+01,1.52000e-01,
-1.0915780e-01,-1.00000e+02,1.68000e-01,
-1.0911780e-01,-1.04000e+02,1.60000e-01,
-1.0907780e-01,-1.08000e+02,1.68000e-01,
-1.0903780e-01,-1.12000e+02,1.52000e-01,
-1.0899780e-01,-1.16000e+02,1.36000e-01,
-1.0895780e-01,-1.20000e+02,1.52000e-01,
-1.0891780e-01,-1.24000e+02,1.52000e-01,
-1.0887780e-01,-1.28000e+02,1.12000e-01,
-1.0883780e-01,-1.32000e+02,1.12000e-01,
-1.0879780e-01,-1.32000e+02,1.12000e-01,
-1.0875780e-01,-1.40000e+02,1.12000e-01,
-1.0871780e-01,-1.44000e+02,1.12000e-01,
-1.0867780e-01,-1.48000e+02,8.00000e-02,
-1.0863780e-01,-1.48000e+02,1.04000e-01,
-1.0859780e-01,-1.48000e+02,1.04000e-01,
-1.0855780e-01,-1.56000e+02,7.20000e-02,
-1.0851780e-01,-1.56000e+02,8.80000e-02,
-1.0847780e-01,-1.60000e+02,8.00000e-02,
-1.0843780e-01,-1.64000e+02,8.00000e-02,
-1.0839780e-01,-1.64000e+02,5.60000e-02,
-1.0835780e-01,-1.72000e+02,6.40000e-02,
-1.0831780e-01,-1.76000e+02,7.20000e-02,
-1.0827780e-01,-1.80000e+02,6.40000e-02,
-1.0823780e-01,-1.80000e+02,6.40000e-02,
-1.0819780e-01,-1.84000e+02,6.40000e-02,
-1.0815780e-01,-1.88000e+02,4.00000e-02,
-1.0811780e-01,-1.92000e+02,4.80000e-02,
-1.0807780e-01,-1.96000e+02,4.00000e-02,
-1.0803780e-01,-1.96000e+02,3.20000e-02,
-1.0799780e-01,-2.04000e+02,5.60000e-02,
-1.0795780e-01,-2.08000e+02,6.40000e-02,
-1.0791780e-01,-2.12000e+02,4.80000e-02,
-1.0787780e-01,-2.16000e+02,-8.00000e-03,
-1.0783780e-01,-2.20000e+02,2.40000e-02,
-1.0779780e-01,-2.20000e+02,8.00000e-03,
-1.0775780e-01,-2.20000e+02,0.00000e+00,
-1.0771780e-01,-2.24000e+02,3.20000e-02,
-1.0767780e-01,-2.24000e+02,2.40000e-02,
-1.0763780e-01,-2.32000e+02,8.00000e-03,
-1.0759780e-01,-2.32000e+02,1.60000e-02,
-1.0755780e-01,-2.36000e+02,1.60000e-02,
-1.0751780e-01,-2.40000e+02,1.60000e-02,
-1.0747780e-01,-2.44000e+02,8.00000e-03,
-1.0743780e-01,-2.44000e+02,1.60000e-02,
-1.0739780e-01,-2.48000e+02,-8.00000e-03,
-1.0735780e-01,-2.52000e+02,8.00000e-03,
-1.0731780e-01,-2.52000e+02,-8.00000e-03,
-1.0727780e-01,-2.56000e+02,-1.60000e-02,
-1.0723780e-01,-2.56000e+02,1.60000e-02,
-1.0719780e-01,-2.56000e+02,-8.00000e-03,
-1.0715780e-01,-2.60000e+02,-8.00000e-03,
-1.0711780e-01,-2.64000e+02,-8.00000e-03,
-1.0707780e-01,-2.68000e+02,-8.00000e-03,
-1.0703780e-01,-2.72000e+02,-1.60000e-02,
-1.0699780e-01,-2.72000e+02,-1.60000e-02,
-1.0695780e-01,-2.76000e+02,-2.40000e-02,
-1.0691780e-01,-2.76000e+02,-2.40000e-02,
-1.0687780e-01,-2.80000e+02,-8.00000e-03,
-1.0683780e-01,-2.80000e+02,-2.40000e-02,
-1.0679780e-01,-2.84000e+02,-3.20000e-02,
-1.0675780e-01,-2.80000e+02,-1.60000e-02,
-1.0671780e-01,-2.84000e+02,-3.20000e-02,
-1.0667780e-01,-2.88000e+02,-4.80000e-02,
-1.0663780e-01,-2.88000e+02,-2.40000e-02,
-1.0659780e-01,-2.88000e+02,-1.60000e-02,
-1.0655780e-01,-2.88000e+02,-3.20000e-02,
-1.0651780e-01,-2.92000e+02,-4.00000e-02,
-1.0647780e-01,-2.92000e+02,0.00000e+00,
-1.0643780e-01,-2.92000e+02,-2.40000e-02,
-1.0639780e-01,-2.92000e+02,-2.40000e-02,
-1.0635780e-01,-2.92000e+02,-1.60000e-02,
-1.0631780e-01,-2.96000e+02,-3.20000e-02,
-1.0627780e-01,-2.92000e+02,-1.60000e-02,
-1.0623780e-01,-2.96000e+02,-4.80000e-02,
-1.0619780e-01,-2.92000e+02,-8.00000e-03,
-1.0615780e-01,-2.96000e+02,-8.00000e-03,
-1.0611780e-01,-2.96000e+02,-1.60000e-02,
-1.0607780e-01,-3.00000e+02,-4.80000e-02,
-1.0603780e-01,-3.00000e+02,-4.80000e-02,
-1.0599780e-01,-2.92000e+02,-3.20000e-02,
-1.0595780e-01,-3.00000e+02,-1.60000e-02,
-1.0591780e-01,-2.96000e+02,-3.20000e-02,
-1.0587780e-01,-3.00000e+02,-8.00000e-03,
-1.0583780e-01,-2.96000e+02,-1.60000e-02,
-1.0579780e-01,-3.00000e+02,-8.00000e-03,
-1.0575780e-01,-3.00000e+02,-4.00000e-02,
-1.0571780e-01,-3.00000e+02,-1.60000e-02,
-1.0567780e-01,-3.00000e+02,-2.40000e-02,
-1.0563780e-01,-3.00000e+02,-2.40000e-02,
-1.0559780e-01,-3.00000e+02,-4.80000e-02,
-1.0555780e-01,-3.00000e+02,-4.80000e-02,
-1.0551780e-01,-3.00000e+02,-1.60000e-02,
-1.0547780e-01,-3.00000e+02,-2.40000e-02,
-1.0543780e-01,-3.00000e+02,-2.40000e-02,
-1.0539780e-01,-3.00000e+02,-4.00000e-02,
-1.0535780e-01,-3.00000e+02,-4.80000e-02,
-1.0531780e-01,-3.00000e+02,-2.40000e-02,
-1.0527780e-01,-3.00000e+02,-2.40000e-02,
-1.0523780e-01,-3.00000e+02,-2.40000e-02,
-1.0519780e-01,-3.04000e+02,-2.40000e-02,
-1.0515780e-01,-3.04000e+02,-2.40000e-02,
-1.0511780e-01,-3.04000e+02,-2.40000e-02,
-1.0507780e-01,-3.04000e+02,-1.60000e-02,
-1.0503780e-01,-3.00000e+02,-4.00000e-02,
-1.0499780e-01,-3.00000e+02,-4.00000e-02,
-1.0495780e-01,-3.00000e+02,-3.20000e-02,
-1.0491780e-01,-3.04000e+02,-7.20000e-02,
-1.0487780e-01,-3.04000e+02,-1.60000e-02,
-1.0483780e-01,-3.00000e+02,-1.60000e-02,
-1.0479780e-01,-3.04000e+02,-2.40000e-02,
-1.0475780e-01,-3.04000e+02,-3.20000e-02,
-1.0471780e-01,-3.04000e+02,-1.60000e-02,
-1.0467780e-01,-3.04000e+02,-4.80000e-02,
-1.0463780e-01,-3.04000e+02,-8.00000e-02,
-1.0459780e-01,-3.04000e+02,-3.20000e-02,
-1.0455780e-01,-3.04000e+02,-1.60000e-02,
-1.0451780e-01,-3.04000e+02,-3.20000e-02,
-1.0447780e-01,-3.04000e+02,-8.00000e-02,
-1.0443780e-01,-3.00000e+02,-1.60000e-02,
-1.0439780e-01,-3.04000e+02,-4.00000e-02,
-1.0435780e-01,-3.08000e+02,-4.80000e-02,
-1.0431780e-01,-3.04000e+02,-4.00000e-02,
-1.0427780e-01,-3.04000e+02,-4.80000e-02,
-1.0423780e-01,-3.04000e+02,-3.20000e-02,
-1.0419780e-01,-3.00000e+02,-4.00000e-02,
-1.0415780e-01,-3.04000e+02,-4.80000e-02,
-1.0411780e-01,-3.00000e+02,-8.00000e-02,
-1.0407780e-01,-3.04000e+02,-4.00000e-02,
-1.0403780e-01,-3.00000e+02,-6.40000e-02,
-1.0399780e-01,-3.04000e+02,-4.80000e-02,
-1.0395780e-01,-3.04000e+02,-4.00000e-02,
-1.0391780e-01,-3.04000e+02,-5.60000e-02,
-1.0387780e-01,-3.00000e+02,-6.40000e-02,
-1.0383780e-01,-3.00000e+02,-3.20000e-02,
-1.0379780e-01,-2.96000e+02,-3.20000e-02,
-1.0375780e-01,-2.92000e+02,-7.20000e-02,
-1.0371780e-01,-2.88000e+02,-4.80000e-02,
-1.0367780e-01,-2.88000e+02,-4.80000e-02,
-1.0363780e-01,-2.84000e+02,-8.00000e-02,
-1.0359780e-01,-2.80000e+02,-5.60000e-02,
-1.0355780e-01,-2.80000e+02,-7.20000e-02,
-1.0351780e-01,-2.72000e+02,-5.60000e-02,
-1.0347780e-01,-2.68000e+02,-6.40000e-02,
-1.0343780e-01,-2.68000e+02,-9.60000e-02,
-1.0339780e-01,-2.64000e+02,-5.60000e-02,
-1.0335780e-01,-2.60000e+02,-8.00000e-02,
-1.0331780e-01,-2.56000e+02,-1.12000e-01,
-1.0327780e-01,-2.52000e+02,-1.04000e-01,
-1.0323780e-01,-2.52000e+02,-9.60000e-02,
-1.0319780e-01,-2.52000e+02,-8.00000e-02,
-1.0315780e-01,-2.48000e+02,-8.80000e-02,
-1.0311780e-01,-2.48000e+02,-1.12000e-01,
-1.0307780e-01,-2.44000e+02,-7.20000e-02,
-1.0303780e-01,-2.44000e+02,-1.04000e-01,
-1.0299780e-01,-2.44000e+02,-8.80000e-02,
-1.0295780e-01,-2.36000e+02,-1.12000e-01,
-1.0291780e-01,-2.36000e+02,-1.12000e-01,
-1.0287780e-01,-2.32000e+02,-1.44000e-01,
-1.0283780e-01,-2.32000e+02,-1.12000e-01,
-1.0279780e-01,-2.24000e+02,-1.20000e-01,
-1.0275780e-01,-2.24000e+02,-1.12000e-01,
-1.0271780e-01,-2.20000e+02,-1.44000e-01,
-1.0267780e-01,-2.20000e+02,-9.60000e-02,
-1.0263780e-01,-2.16000e+02,-1.20000e-01,
-1.0259780e-01,-2.12000e+02,-1.28000e-01,
-1.0255780e-01,-2.08000e+02,-1.68000e-01,
-1.0251780e-01,-2.08000e+02,-1.52000e-01,
-1.0247780e-01,-1.96000e+02,-1.28000e-01,
-1.0243780e-01,-1.96000e+02,-1.36000e-01,
-1.0239780e-01,-1.88000e+02,-1.44000e-01,
-1.0235780e-01,-1.88000e+02,-1.52000e-01,
-1.0231780e-01,-1.84000e+02,-1.60000e-01,
-1.0227780e-01,-1.80000e+02,-1.84000e-01,
-1.0223780e-01,-1.76000e+02,-1.44000e-01,
-1.0219780e-01,-1.72000e+02,-1.84000e-01,
-1.0215780e-01,-1.72000e+02,-1.76000e-01,
-1.0211780e-01,-1.64000e+02,-2.00000e-01,
-1.0207780e-01,-1.60000e+02,-1.76000e-01,
-1.0203780e-01,-1.56000e+02,-1.92000e-01,
-1.0199780e-01,-1.52000e+02,-1.84000e-01,
-1.0195780e-01,-1.48000e+02,-1.84000e-01,
-1.0191780e-01,-1.48000e+02,-2.08000e-01,
-1.0187780e-01,-1.48000e+02,-1.84000e-01,
-1.0183780e-01,-1.44000e+02,-2.24000e-01,
-1.0179780e-01,-1.36000e+02,-2.16000e-01,
-1.0175780e-01,-1.36000e+02,-2.48000e-01,
-1.0171780e-01,-1.36000e+02,-2.40000e-01,
-1.0167780e-01,-1.32000e+02,-2.16000e-01,
-1.0163780e-01,-1.28000e+02,-2.32000e-01,
-1.0159780e-01,-1.20000e+02,-2.80000e-01,
-1.0155780e-01,-1.20000e+02,-2.56000e-01,
-1.0151780e-01,-1.16000e+02,-2.72000e-01,
-1.0147780e-01,-1.12000e+02,-3.04000e-01,
-1.0143780e-01,-1.04000e+02,-2.72000e-01,
-1.0139780e-01,-1.04000e+02,-3.20000e-01,
-1.0135780e-01,-1.00000e+02,-2.72000e-01,
-1.0131780e-01,-9.60000e+01,-2.96000e-01,
-1.0127780e-01,-8.80000e+01,-2.88000e-01,
-1.0123780e-01,-8.40000e+01,-2.96000e-01,
-1.0119780e-01,-8.00000e+01,-2.64000e-01,
-1.0115780e-01,-7.60000e+01,-2.88000e-01,
-1.0111780e-01,-7.60000e+01,-2.72000e-01,
-1.0107780e-01,-6.80000e+01,-3.28000e-01,
-1.0103780e-01,-6.80000e+01,-3.28000e-01,
-1.0099780e-01,-6.00000e+01,-3.04000e-01,
-1.0095780e-01,-6.00000e+01,-2.88000e-01,
-1.0091780e-01,-5.60000e+01,-3.04000e-01,
-1.0087780e-01,-5.20000e+01,-3.04000e-01,
-1.0083780e-01,-4.80000e+01,-3.20000e-01,
-1.0079780e-01,-4.40000e+01,-3.44000e-01,
-1.0075780e-01,-4.00000e+01,-3.28000e-01,
-1.0071780e-01,-3.60000e+01,-3.28000e-01,
-1.0067780e-01,-3.20000e+01,-2.88000e-01,
-1.0063780e-01,-2.80000e+01,-3.28000e-01,
-1.0059780e-01,-2.40000e+01,-3.04000e-01,
-1.0055780e-01,-2.40000e+01,-3.36000e-01,
-1.0051780e-01,-2.00000e+01,-3.28000e-01,
-1.0047780e-01,-1.20000e+01,-3.36000e-01,
-1.0043780e-01,-1.20000e+01,-3.44000e-01,
-1.0039780e-01,-8.00000e+00,-3.44000e-01,
-1.0035780e-01,-8.00000e+00,-3.12000e-01,
-1.0031780e-01,-4.00000e+00,-3.20000e-01,
-1.0027780e-01,-4.00000e+00,-3.12000e-01,
-1.0023780e-01,0.00000e+00,-3.60000e-01,
-1.0019780e-01,4.00000e+00,-3.04000e-01,
-1.0015780e-01,8.00000e+00,-3.04000e-01,
-1.0011780e-01,1.20000e+01,-3.04000e-01,
-1.0007780e-01,1.60000e+01,-3.12000e-01,
-1.0003780e-01,2.00000e+01,-2.64000e-01,
-9.9997796e-02,2.40000e+01,-2.48000e-01,
-9.9957801e-02,3.20000e+01,-2.80000e-01,
-9.9917799e-02,3.60000e+01,-2.88000e-01,
-9.9877797e-02,3.60000e+01,-2.72000e-01,
-9.9837802e-02,4.40000e+01,-2.72000e-01,
-9.9797800e-02,4.80000e+01,-2.40000e-01,
-9.9757798e-02,4.80000e+01,-2.64000e-01,
-9.9717796e-02,5.60000e+01,-2.72000e-01,
-9.9677801e-02,6.00000e+01,-2.48000e-01,
-9.9637799e-02,6.00000e+01,-2.08000e-01,
-9.9597797e-02,6.40000e+01,-2.32000e-01,
-9.9557802e-02,6.80000e+01,-2.00000e-01,
-9.9517800e-02,7.20000e+01,-2.16000e-01,
-9.9477798e-02,7.20000e+01,-1.76000e-01,
-9.9437796e-02,8.00000e+01,-2.08000e-01,
-9.9397801e-02,8.40000e+01,-2.00000e-01,
-9.9357799e-02,8.40000e+01,-1.84000e-01,
-9.9317797e-02,9.20000e+01,-1.92000e-01,
-9.9277802e-02,9.60000e+01,-1.52000e-01,
-9.9237800e-02,9.60000e+01,-1.76000e-01,
-9.9197797e-02,1.04000e+02,-1.36000e-01,
-9.9157803e-02,1.08000e+02,-1.52000e-01,
-9.9117801e-02,1.12000e+02,-1.28000e-01,
-9.9077798e-02,1.16000e+02,-1.44000e-01,
-9.9037796e-02,1.16000e+02,-1.36000e-01,
-9.8997802e-02,1.24000e+02,-1.12000e-01,
-9.8957799e-02,1.24000e+02,-1.36000e-01,
-9.8917797e-02,1.28000e+02,-1.44000e-01,
-9.8877802e-02,1.28000e+02,-1.12000e-01,
-9.8837800e-02,1.32000e+02,-9.60000e-02,
-9.8797798e-02,1.36000e+02,-1.20000e-01,
